handle,fieldType,name,visible,plainDescription,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_d1e8b887-f584-418c-b4f4-189dcd34de17,VARIANT,,TRUE,,,,,,80,100,$19 ,1,FALSE,,,BUDDHA'S HAND-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d1e8b887-f584-418c-b4f4-189dcd34de17,VARIANT,,TRUE,,,,,,145,180,$38 ,1,FALSE,,,BUDDHA'S HAND-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d1e8b887-f584-418c-b4f4-189dcd34de17,VARIANT,,TRUE,,,,,,260,325,$75 ,1,FALSE,,,BUDDHA'S HAND-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d1e8b887-f584-418c-b4f4-189dcd34de17,MEDIA,,,,076a10_0fe6555b7967462aa4052643dad57bf6~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1ec679fe-8481-4e85-b78b-48321a566730,PRODUCT,Bubblegum Breath,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p>Mendo Breath</p></li><li><p>Indiana Bubblegum.</p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Berry</p></li><li><p>Cheese</p></li><li><p>Grape</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Creative</p></li><li><p>Happy</p></li><li><p>Talkative</p></li></ul>",,,,Hybrid (Indica Dominant),,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1ec679fe-8481-4e85-b78b-48321a566730,VARIANT,,TRUE,,,,,,45,55,$10 ,3,FALSE,,,BUBBLEGUM BREATH-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1ec679fe-8481-4e85-b78b-48321a566730,VARIANT,,TRUE,,,,,,80,100,$19 ,0,FALSE,,,BUBBLEGUM BREATH-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1ec679fe-8481-4e85-b78b-48321a566730,VARIANT,,TRUE,,,,,,145,180,$38 ,0,FALSE,,,BUBBLEGUM BREATH-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1ec679fe-8481-4e85-b78b-48321a566730,VARIANT,,TRUE,,,,,,260,325,$75 ,1,FALSE,,,BUBBLEGUM BREATH-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1ec679fe-8481-4e85-b78b-48321a566730,MEDIA,,,,076a10_610d7eacae824584aed5c5fb2682f692~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5f722d5f-d0ff-4f04-91a5-3bafa474bdd3,PRODUCT,Black Russian,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p>Black Domina</p></li><li><p>White Russian</p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Citrus</p></li><li><p>Lime</p></li><li><p>Berry</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Sleepy</p></li><li><p>Relaxed</p></li><li><p>Euphoric</p></li></ul>",,,,Hybrid (Sativa Dominant),,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5f722d5f-d0ff-4f04-91a5-3bafa474bdd3,VARIANT,,TRUE,,,,,,50,,$10 ,6,FALSE,,,BLACK RUSSIAN-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5f722d5f-d0ff-4f04-91a5-3bafa474bdd3,VARIANT,,TRUE,,,,,,110,,$19 ,4,FALSE,,,BLACK RUSSIAN-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5f722d5f-d0ff-4f04-91a5-3bafa474bdd3,VARIANT,,TRUE,,,,,,180,,$38 ,1,FALSE,,,BLACK RUSSIAN-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5f722d5f-d0ff-4f04-91a5-3bafa474bdd3,VARIANT,,TRUE,,,,,,320,,$75 ,4,FALSE,,,BLACK RUSSIAN-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5f722d5f-d0ff-4f04-91a5-3bafa474bdd3,MEDIA,,,,076a10_0fec8608e1b64a99b6024c77c9c3f1c9~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_da767009-ee29-4cd6-9990-12a03913ff51,PRODUCT,Afternoon Delight,TRUE,"<p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Pine</p></li><li><p>Apple</p></li><li><p>Pepper</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Tingly</p></li><li><p>Relaxed</p></li><li><p>Hungry</p></li></ul>",,,,Hybrid (Sativa Dominant),,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_da767009-ee29-4cd6-9990-12a03913ff51,VARIANT,,TRUE,,,,,,65,,$12 ,1,FALSE,,,AFTERNOON DELIGHT-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_da767009-ee29-4cd6-9990-12a03913ff51,VARIANT,,TRUE,,,,,,200,,$45 ,2,FALSE,,,AFTERNOON DELIGHT-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_da767009-ee29-4cd6-9990-12a03913ff51,MEDIA,,,,076a10_5d37a9d37d584166a6123ec81d8a4eab~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_da767009-ee29-4cd6-9990-12a03913ff51,MEDIA,,,,076a10_42c0875c54de451289c0d45ad7aebfb8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_da767009-ee29-4cd6-9990-12a03913ff51,MEDIA,,,,076a10_8ee0f41ab71b4ec3b92183973d35bcf1~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0c43cb2c-1830-4591-a1c6-225f3fceea64,PRODUCT,Peach Ringz,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p><span style=""color: #000624""><a href=""https://www.leafly.com/strains/og-eddy-lepp"" target=""_top"">Marionberry</a></span></p></li><li><p><span style=""color: #000624""><a href=""https://www.leafly.com/strains/og-eddy-lepp"" target=""_top"">Eddy OG</a></span></p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Peach</p></li><li><p>Apricot</p></li><li><p>Mango</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Focuced</p></li><li><p>Happy</p></li><li><p>Tingly</p></li></ul>",,,,,,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0c43cb2c-1830-4591-a1c6-225f3fceea64,VARIANT,,TRUE,,,,,,65,,$12 ,12,FALSE,,,PEACH RINGZ-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0c43cb2c-1830-4591-a1c6-225f3fceea64,VARIANT,,TRUE,,,,,,200,,$45 ,6,FALSE,,,PEACH RINGZ-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0c43cb2c-1830-4591-a1c6-225f3fceea64,MEDIA,,,,076a10_95aefcd20cb64ec885b1163dcb319171~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0c43cb2c-1830-4591-a1c6-225f3fceea64,MEDIA,,,,076a10_1322b79a450c4c54809492970a840124~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a0e755c-f2a4-4229-9eb5-d487a11c2c03,PRODUCT,White Chocolate,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p>Chocolope</p></li><li><p>White Moonshine</p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Coffee</p></li><li><p>Vanilla</p></li><li><p>Nutty</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Energetic</p></li><li><p>Creative</p></li><li><p>Talkati</p></li></ul>",,,,,,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a0e755c-f2a4-4229-9eb5-d487a11c2c03,VARIANT,,TRUE,,,,,,55,65,$12 ,3,FALSE,,,WHITE CHOCOLATE-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a0e755c-f2a4-4229-9eb5-d487a11c2c03,VARIANT,,FALSE,,,,,,110,,NA,IN_STOCK,FALSE,,,WHITE CHOCOLATE-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a0e755c-f2a4-4229-9eb5-d487a11c2c03,VARIANT,,TRUE,,,,,,170,200,$45 ,4,FALSE,,,WHITE CHOCOLATE-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a0e755c-f2a4-4229-9eb5-d487a11c2c03,VARIANT,,FALSE,,,,,,320,,na,IN_STOCK,FALSE,,,WHITE CHOCOLATE-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1a0e755c-f2a4-4229-9eb5-d487a11c2c03,MEDIA,,,,076a10_91a2f0d0ff7a4d129dd0ef5d3b0b2a72~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,PRODUCT,Blue Nerdz,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p>Chocolope</p></li><li><p>White Moonshine</p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Coffee</p></li><li><p>Vanilla</p></li><li><p>Nutty</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Energetic</p></li><li><p>Creative</p></li><li><p>Talkati</p></li></ul>",,,,Sativa Dominant,,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,VARIANT,,TRUE,,,,,,50,65,$12 ,6,FALSE,,,BLUE NERDZ-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,VARIANT,,FALSE,,,,,,110,,NA,IN_STOCK,FALSE,,,BLUE NERDZ-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,VARIANT,,TRUE,,,,,,160,200,$45 ,1,FALSE,,,BLUE NERDZ-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,VARIANT,,FALSE,,,,,,320,,na,IN_STOCK,FALSE,,,BLUE NERDZ-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,MEDIA,,,,076a10_0fe6555b7967462aa4052643dad57bf6~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20ec1b92-8fd1-4103-a5ba-f739d21bf0ad,MEDIA,,,,076a10_91a2f0d0ff7a4d129dd0ef5d3b0b2a72~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcff1730-cbf2-4587-a6c7-f795a15a29ee,PRODUCT,Lip Smacker,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p>Sherbert</p></li><li><p>Strawberries &amp; Cream</p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Apple</p></li><li><p>Strawberry</p></li><li><p>Ammonia</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Relaxed</p></li><li><p>Euphoric</p></li><li><p>Focused</p></li></ul>",,,,Hybrid (Indica Dominant),,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcff1730-cbf2-4587-a6c7-f795a15a29ee,VARIANT,,TRUE,,,,,,50,65,$12 ,6,FALSE,,,LIP SMACKERZ-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcff1730-cbf2-4587-a6c7-f795a15a29ee,VARIANT,,FALSE,,,,,,110,,NA,IN_STOCK,FALSE,,,LIP SMACKERZ-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcff1730-cbf2-4587-a6c7-f795a15a29ee,VARIANT,,TRUE,,,,,,160,200,$45 ,1,FALSE,,,LIP SMACKERZ-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcff1730-cbf2-4587-a6c7-f795a15a29ee,VARIANT,,FALSE,,,,,,320,,na,IN_STOCK,FALSE,,,LIP SMACKERZ-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcff1730-cbf2-4587-a6c7-f795a15a29ee,MEDIA,,,,076a10_d96dd7affbc0421280c7bcac70246a3e~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,PRODUCT,Jokers,TRUE,"<p><span style=""font-weight: 700"">Genetics</span></p><ul><li><p>White Runtz</p></li><li><p>Jet Fuel Gelato</p></li></ul><p><span style=""font-weight: 700"">Taste / Aroma</span></p><ul><li><p>Tar</p></li><li><p>Cheese</p></li><li><p>Diesel</p></li></ul><p><span style=""font-weight: 700"">Effects</span></p><ul><li><p>Euphoric</p></li><li><p>Relaxed</p></li><li><p>Focused</p></li></ul>",,,,Hybrid (Indica Dominant),,,,,,,,,,,,,,,Weight,TEXT_CHOICES,3.5g;7g;14g;28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,VARIANT,,TRUE,,,,,,65,,$12 ,4,FALSE,,,JOKERS-3.5G,,,,,,,Weight,TEXT_CHOICES,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,VARIANT,,FALSE,,,,,,110,,NA,IN_STOCK,FALSE,,,JOKERS-7G,,,,,,,Weight,TEXT_CHOICES,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,VARIANT,,TRUE,,,,,,200,,$45 ,2,FALSE,,,JOKERS-14G,,,,,,,Weight,TEXT_CHOICES,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,VARIANT,,FALSE,,,,,,320,,na,IN_STOCK,FALSE,,,JOKERS-28G,,,,,,,Weight,TEXT_CHOICES,28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,MEDIA,,,,076a10_3e0f28d7f2794626bf2e4908c45b6e89~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b9a5d43a-a323-47fb-93bb-300dc7546ecb,MEDIA,,,,076a10_d96dd7affbc0421280c7bcac70246a3e~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,PRODUCT,Venom Carts,TRUE,,,,Venom,,,,,,,,,,,,,,,,Flavor,TEXT_CHOICES,Strawberry Shortcake;Forbidden Fruit;Peach OG;White Runtz;Skywalker OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,VARIANT,,TRUE,,,,,,25,,8,98,FALSE,,,VENOM-CART-01,,,,,,,Flavor,TEXT_CHOICES,Strawberry Shortcake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,VARIANT,,TRUE,,,,,,25,,8,39,FALSE,,,VENOM-CART-02,,,,,,,Flavor,TEXT_CHOICES,Forbidden Fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,VARIANT,,TRUE,,,,,,25,,8,40,FALSE,,,VENOM-CART-03,,,,,,,Flavor,TEXT_CHOICES,Peach OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,VARIANT,,TRUE,,,,,,25,,8,20,FALSE,,,VENOM-CART-04,,,,,,,Flavor,TEXT_CHOICES,White Runtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,VARIANT,,TRUE,,,,,,25,,8,0,FALSE,,,VENOM-CART-05,,,,,,,Flavor,TEXT_CHOICES,Skywalker OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_aff6d704-6ff4-47bf-b2f9-85635559c3a9,MEDIA,,,,076a10_460b7b4bfc6d41b299eee931b3849b22~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,PRODUCT,Sauce Bars 1g Disposable,TRUE,"<p>* Lab Tested * </p><p>Fully loaded, Ceramic, Rechargeable,</p><p>Ready to hit right out of the box</p><p>​</p><p><span style=""font-weight: 700"">Ice cream mintz</span></p><p><span style=""font-weight: 700"">Zkittles</span></p><p><span style=""font-weight: 700"">Lava Cake</span></p><p><span style=""font-weight: 700"">Kings Kush</span></p><p><span style=""font-weight: 700"">Grandaddy Purp</span></p><p><span style=""font-weight: 700"">Fire OG</span></p><p><span style=""font-weight: 700"">BlueBerry Kush</span></p><p><span style=""font-weight: 700"">Animal Mintz</span></p>",,,Sauce,,,,,,,,,,,,,,,,Flavor,TEXT_CHOICES,Ice cream mintz;Zkittles;Lava Cake;Kings Kush;Grandaddy Purp;Fire OG;BlueBerry Kush;Animal Mintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,VARIANT,,TRUE,,,,,,40,,25,5,FALSE,,,SAUCE-BARS-1G-01,,,,,,,Flavor,TEXT_CHOICES,Ice cream mintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,VARIANT,,TRUE,,,,,,40,,25,17,FALSE,,,SAUCE-BARS-1G-02,,,,,,,Flavor,TEXT_CHOICES,Zkittles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,VARIANT,,TRUE,,,,,,40,,25,27,FALSE,,,SAUCE-BARS-1G-03,,,,,,,Flavor,TEXT_CHOICES,Lava Cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,VARIANT,,TRUE,,,,,,40,,25,42,FALSE,,,SAUCE-BARS-1G-04,,,,,,,Flavor,TEXT_CHOICES,Kings Kush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,VARIANT,,TRUE,,,,,,40,,25,13,FALSE,,,SAUCE-BARS-1G-05,,,,,,,Flavor,TEXT_CHOICES,Grandaddy Purp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d993f3e3-e9f9-4d99-a06d-dca14ef72859,VARIANT,,TRUE,,,,,,40,,25,27,FALSE,,,SAUCE-BARS-1G-06,,,,,,,Flavor,TEXT_CHOICES,Fire OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
